route,label,declared_status,page_exists,e2e_specs,finding
/hr/team-overtime,Team Overtime,AVAILABLE,yes,,
/hr/leave-requests,Leave Requests,AVAILABLE,yes,apps/web/e2e/hr-time-leave.spec.ts,
/hr/my-leave,My Leave,AVAILABLE,yes,apps/web/e2e/hr-time-leave.spec.ts,
/hr/team-leave,Team Leave,AVAILABLE,yes,apps/web/e2e/hr-time-leave.spec.ts,
/hr/leave-balances,Balances,AVAILABLE,yes,,
/hr/my-leave-balances,My Balances,AVAILABLE,yes,apps/web/e2e/hr-time-leave.spec.ts,
/hr/leave-policies,Policies,AVAILABLE,yes,,
/hr/leave-types,Leave Types,AVAILABLE,yes,,
/hr/leave-admin,Leave Administration,AVAILABLE,yes,,
/hr/salary-structures,Salary Structures,AVAILABLE,yes,,
/hr/compensation,Compensation,AVAILABLE,yes,apps/web/e2e/hr-payroll.spec.ts,
/hr/pay-components,Pay Components,AVAILABLE,yes,,
/hr/payroll,Payroll,AVAILABLE,yes,apps/web/e2e/hr-payroll.spec.ts,
/hr/payroll-runs,Payroll Runs,AVAILABLE,yes,apps/web/e2e/hr-payroll.spec.ts,
/hr/payroll-periods,Payroll Periods,AVAILABLE,yes,,
/hr/payroll-exceptions,Exceptions,AVAILABLE,yes,,
/hr/payroll-inputs,Adjustments,AVAILABLE,yes,,
/hr/expenses,Expenses,AVAILABLE,yes,,
/hr/my-expenses,My Expenses,AVAILABLE,yes,,
/hr/team-expenses,Team Expenses,AVAILABLE,yes,,
/hr/loans,Loans,AVAILABLE,yes,,
/hr/my-loans,My Loans,AVAILABLE,yes,,
/hr/expense-categories,Expense Categories,AVAILABLE,yes,,
/hr/payslips,Payslips,AVAILABLE,yes,,
/hr/my-payslips,My Payslips,AVAILABLE,yes,apps/web/e2e/hr-payroll.spec.ts,
/hr/final-settlements,Settlements,AVAILABLE,yes,,
/hr/bank-files,Bank Files,AVAILABLE,yes,,
/hr/statutory-components,Statutory Components,AVAILABLE,yes,,
/hr/gratuity-records,Gratuity,AVAILABLE,yes,,
/hr/compliance-report,Compliance Report,AVAILABLE,yes,,
/hr/goals,Goals,AVAILABLE,yes,,
/hr/my-goals,My Goals,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/team-goals,Team Goals,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/review-cycles,Review Cycles,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/appraisals,Appraisals,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/my-appraisals,My Appraisals,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/appraisals-to-review,Appraisals to Review,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/skills,Skills,AVAILABLE,yes,,
/hr/employee-skills,Skills Matrix,AVAILABLE,yes,,
/hr/my-skills,My Skills,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/courses,Courses,AVAILABLE,yes,,
/hr/training-sessions,Training Sessions,AVAILABLE,yes,,
/hr/training-enrolments,Training Enrolments,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/my-training,My Training,AVAILABLE,yes,apps/web/e2e/hr-performance.spec.ts,
/hr/reports,Reports,PLANNED,no,,
/accounting,Home,AVAILABLE,yes,apps/web/e2e/accounting-journal.spec.ts;apps/web/e2e/assets-lifecycle.spec.ts;apps/web/e2e/billing-plans.spec.ts;apps/web/e2e/pos-accessibility.spec.ts;apps/web/e2e/pos-visual-qa.spec.ts;apps/web/e2e/projects-delivery.spec.ts,
/accounting/chart-of-accounts,Chart of Accounts,AVAILABLE,yes,,
/accounting/journals,Journals,AVAILABLE,yes,apps/web/e2e/accounting-journal.spec.ts,
/accounting/general-ledger,General Ledger,AVAILABLE,yes,,
/accounting/fiscal-periods,Fiscal Periods,AVAILABLE,yes,,
/accounting/customer-invoices,Customer Invoices,AVAILABLE,yes,,
/accounting/receipts,Receipts,AVAILABLE,yes,,
/accounting/credit,Credit,PLANNED,no,,
/accounting/ar-aging,AR Aging,AVAILABLE,yes,,
/accounting/supplier-invoices,Supplier Invoices,AVAILABLE,yes,,
/accounting/payments,Payments,AVAILABLE,yes,,
/accounting/ap-aging,AP Aging,AVAILABLE,yes,,
/accounting/bank-accounts,Bank Accounts,AVAILABLE,yes,,
/accounting/bank-transactions,Bank Statements,AVAILABLE,yes,,
/accounting/reconciliation,Reconciliation,PLANNED,no,,
/accounting/gst,GST,AVAILABLE,yes,,
/accounting/tds-tcs,TDS / TCS,PLANNED,no,,
/accounting/tax-reports,Tax Reports,AVAILABLE,yes,,
/accounting/budgets,Budgets,AVAILABLE,yes,,
/accounting/accruals,Accruals,AVAILABLE,yes,,
/accounting/prepayments,Prepayments,PLANNED,no,,
/accounting/revenue-schedules,Revenue Schedules,PLANNED,no,,
/accounting/budget-actual,Budget vs Actual,AVAILABLE,yes,,
/accounting/assets,Fixed Assets,AVAILABLE,yes,,
/accounting/fx,Foreign Exchange,AVAILABLE,yes,,
/accounting/intercompany,Intercompany,AVAILABLE,yes,,
/accounting/consolidation,Consolidation,AVAILABLE,yes,,
/accounting/close-checklist,Close Checklist,AVAILABLE,yes,,
/accounting/period-close,Period Close,AVAILABLE,yes,,
/accounting/trial-balance,Trial Balance,AVAILABLE,yes,apps/web/e2e/accounting-journal.spec.ts,
/accounting/profit-loss,Profit & Loss,AVAILABLE,yes,,
/accounting/balance-sheet,Balance Sheet,AVAILABLE,yes,,
/accounting/cash-flow,Cash Flow,AVAILABLE,yes,,
/accounting/statutory-reports,Audit/Statutory Reports,AVAILABLE,yes,,
/accounting/settings,Accounting Settings,ADMIN_ONLY,no,,
